danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,id,names
0.659,0.788,-5.746,0.0492,0.0158,0.0,0.173,0.596,147.823,150000,4,5vI7UrbiOQ0OU86jSuUSIL,Popstars
0.659,0.598,-11.864,0.113,0.245,0.0,0.578,0.77,94.015,164687,7,7yNhAbSFV9n3rxmnCWznEg,POP
0.687,0.723,-8.235,0.0335,0.152,0.0,0.0864,0.345,144.004,166667,0,71bpKwCnAdXDBoPDi6ueYH,Pop
0.578,0.214,-25.743,0.0373,0.993,0.878,0.169,0.418,77.999,58250,3,5LkumJOYiRrBY9O05aTN9C,Pop Goes the Weasel - Cozy Edition
0.672,0.922,-3.983,0.0742,0.0114,0.0,0.171,0.536,120.005,178050,0,4Yn1y69YDzZkOaKZTXZPBX,Pop
0.563,0.672,-7.226,0.0765,0.359,0.0,0.0972,0.284,99.772,156000,0,58T4yPLn4NjBYXfRxeweyM,Woo Baby (feat. Chris Brown)
0.804,0.505,-9.661,0.0468,0.0347,0.025,0.179,0.904,115.03,165035,2,7KDnnWuXEs6z9E23rZR4PZ,Pop
0.765,0.671,-5.249,0.278,0.344,0.0,0.0506,0.798,84.5,249867,2,63BcfK6YAzJYeISaTPr6IO,Big Poppa - 2007 Remaster
0.574,0.336,-20.79,0.0866,0.983,0.963,0.109,0.147,111.215,156514,3,037HRmQRKWmLw7SJT5ZUGL,pop
0.591,0.92,-4.131,0.0769,0.000933,0.0,0.129,0.415,92.015,190231,0,19CCQeIOxxUDcpFw539zd7,All My Life
0.801,0.71,-8.462,0.0387,0.00057,0.897,0.162,0.582,135.024,214504,6,3F9pgU9AiTCFM0ipFdzCRg,Pop
0.684,0.683,-7.05,0.11,0.658,0.0,0.163,0.744,133.978,191667,2,0sMCcICKRGJ8Td75nZloeU,POPO
0.85,0.78,-5.137,0.0432,0.0787,0.0,0.122,0.693,120.032,210318,2,5ZMT6PlzsSdJznOZHfEtdY,POP
0.713,0.462,-10.027,0.123,0.192,2.16e-06,0.105,0.0594,133.053,212947,0,5mPSyjLatqB00IkPqRlbTE,Pop Style
0.749,0.616,-9.849,0.162,0.00115,2.21e-06,0.159,0.574,90.004,154286,2,5t0D1BvTybtk332AG37C8Y,Pop
0.54,0.936,-5.372,0.339,0.108,0.0,0.337,0.512,199.778,208329,4,5wN0lvpZL0UCVQ0iaUbRV2,Populär
0.513,0.902,-9.85,0.936,0.723,0.0,0.861,0.237,141.5,153373,1,4rg8Wgbj9ExRj9r06PKMiY,Pop
0.581,0.992,-1.564,0.157,0.0311,0.0,0.326,0.46,120.041,163515,7,1q6nPMog4GJEED3HIQh3Oz,Pop
0.753,0.711,-11.747,0.128,0.229,0.000239,0.134,0.138,119.987,188064,0,7KXe9mk101WgwKmhHer70O,Popular
0.832,0.779,-6.385,0.203,0.338,0.0,0.121,0.503,116.959,154197,2,40J1urbVnIAOh3qLUq8agx,POP
0.862,0.689,-5.68,0.323,0.118,0.0,0.0729,0.364,83.964,223787,1,2VIMXmWUIqhMqg6h5FOFPG,Pop Out Again (feat. Lil Baby & Gunna)
0.879,0.633,-5.309,0.282,0.0644,2.38e-06,0.128,0.701,89.063,252667,2,7v8EnZ9zbk5JKsOWzY0jw1,Pop
0.464,0.558,-6.973,0.289,0.00275,0.000275,0.223,0.346,158.881,195197,4,0VOMBffX1llDu37yQUt3u3,Pop Out (feat. Nardo Wick)
0.792,0.685,-6.111,0.15,0.145,0.00016,0.216,0.503,77.521,103742,2,1sWr0gC6YEz6TxztGbfJms,Pop
0.598,0.934,-3.75,0.112,0.0061,1.48e-06,0.326,0.319,92.444,196754,0,2eKoPnGnuHqIpfph45z44W,Ronald
0.233,0.859,-5.374,0.115,0.0217,0.456,0.118,0.145,171.621,212093,4,5fodHfh8rLkRA5fomFrhTq,Pop
0.816,1.0,-5.739,0.0644,0.03,0.852,0.36,0.542,137.974,214867,6,1iT9oqeZGYOnspkV4AiIoJ,Popcorn - Radio Version
0.765,0.811,-6.586,0.0482,0.00422,0.0,0.0699,0.766,127.925,160314,2,6MRUQNjaUud1TiFBRV8HNq,Tell Me What You Want
0.39,0.804,-10.343,0.0395,0.0138,0.0,0.328,0.474,103.033,204627,0,7cM4uRzkS0gP0k3WjErRgA,Pop
0.827,0.69,-6.961,0.344,0.0336,0.0,0.258,0.479,129.877,184680,1,1ZU19OTgd4Xs5QaYJ78bQF,POPSMOKE DANCE
0.805,0.796,-9.362,0.0476,0.027,0.895,0.105,0.371,111.996,484546,6,0JQhAr0eF06ZPFOFQZML9I,PoP
0.663,0.81,-5.345,0.107,0.0377,0.0,0.12,0.649,159.988,185440,4,7lMMU46D1is2fvc5CZhhAM,Poppin' Love
0.543,0.912,-3.681,0.0422,0.00013,9.23e-06,0.333,0.549,91.033,218521,7,1USeS8c7cpR8dmb07IUAnZ,ZOMBIFIED
0.833,0.652,-6.194,0.308,0.0486,0.000134,0.145,0.413,130.002,155632,1,18HNGxDOcshRU2Hdu8tMOM,POPOPOP
0.883,0.802,-3.234,0.313,0.0209,0.0,0.198,0.715,109.914,151944,1,3KcSwX6pyUnfJ0YZlcJE7d,Pop Boy (feat. Aitch)
0.727,0.299,-8.56,0.0813,0.125,0.534,0.102,0.165,69.306,103043,6,02MFno0s2lpD3rycI7cllL,P_Optimist
0.591,0.981,-4.118,0.0725,0.0343,0.295,0.0999,0.636,160.003,157500,4,5P8mvvwz8spjOFxKITELti,POPTHATRUNK
0.94,0.727,-9.982,0.0358,0.124,0.00021,0.0808,0.969,110.796,296467,2,43U1bCDTZAhhY1Y8mCkTG4,Pop Muzik (12 Inch Version)
0.697,0.401,-10.216,0.0543,0.43,0.0109,0.316,0.478,108.996,185224,5,6SZwj6cjc8JQbkrr8cbIUn,Oh Klahoma
0.891,0.67,-7.256,0.135,0.203,0.00273,0.11,0.938,128.046,184222,2,3cIjeDpRUFiKU5tDXEY7Aw,Pop Star
0.737,0.847,-5.51,0.158,0.0724,0.0,0.241,0.393,101.943,228823,0,46L3dPAMmGU254kGxrbXEa,NO FEAR
0.444,0.884,-6.104,0.119,0.00751,8.94e-05,0.116,0.296,94.82,220587,0,48sJGpBLqQTs0sZ2ImHJof,Popular
0.726,0.867,-5.098,0.511,0.298,5.33e-06,0.386,0.704,150.287,141827,1,2nSsra44ytBc2LxO85pyy5,Strobo Pop XXL
0.647,0.633,-6.946,0.0531,0.0188,0.0,0.215,0.23,155.954,160000,4,5WODIX9TtDrmD9oAFFoxkG,Popa
0.656,0.48,-7.156,0.0552,0.318,0.0,0.0917,0.402,132.043,181320,5,6kxkMrPqppgT3TQjOyhAYk,Popcorn
0.851,0.683,-6.918,0.213,0.0351,0.000887,0.301,0.779,114.882,187556,2,7H3cuCPaX9WHZXQ0Q9RlxH,Popular (Sped Up) (with Playboi Carti & Madonna)
0.783,0.85,-6.214,0.0958,0.0444,0.0967,0.43,0.523,122.989,143700,7,0aMjR2rFm2DoRmQuXSfGOl,POPSTAR
0.535,0.951,-5.859,0.0373,0.0174,9.61e-06,0.345,0.444,120.72,304080,7,5Klo65Y9uouLjNVDV3pqh7,Go West - 2003 Remaster
0.786,0.612,-6.964,0.188,0.0775,2.06e-05,0.138,0.702,83.138,258418,2,2fTe41iso7GyCLuRu3UmJh,Popular (Slowed) (with Playboi Carti & Madonna)
0.757,0.843,-5.408,0.104,0.00565,0.0161,0.17,0.821,125.983,139183,2,25owlYCoM7EiKwlixXBaB8,Pop Some Tags
0.904,0.723,-5.224,0.26,0.0631,0.0,0.185,0.835,145.013,227478,2,2MbdDtCv5LUVjYy9RuGTgC,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix"
0.665,0.626,-15.674,0.919,0.946,0.0,0.424,0.507,99.935,40244,1,3ZRmQVhSRbAOfHPTyYpgDO,PopUp StartUp
0.526,0.0187,-24.688,0.0995,0.994,0.956,0.0893,0.396,146.862,98000,3,7amwRp4KIwmjbfGYpRzqjl,Pop! Goes the Weasel
0.652,0.84,-2.877,0.0263,0.000123,0.000582,0.361,0.495,109.996,148377,7,1VikIHUhVtGjHnrv8W1vQP,Pop a Pill
0.671,0.718,-6.335,0.118,0.538,0.0,0.196,0.792,133.975,191667,2,7B0k8YTfKzj9BGVaLYXtub,POPO
0.697,0.808,-4.522,0.156,0.372,0.0,0.635,0.42,129.846,224341,7,2Y24EyaUQki0Yln5a31NFD,Eine Minute
0.691,0.596,-7.951,0.0389,0.00356,0.0145,0.0917,0.31,89.948,161385,0,7lSHMvxmXOZ0Um2bBR3vlv,POP OUT
0.774,0.513,-5.024,0.0778,0.907,0.0,0.11,0.324,91.03,108132,5,42er1na9BHF1ERol51wg8M,Imperfections (Interlude)
0.843,0.565,-8.453,0.0394,0.0528,0.098,0.0996,0.3,116.013,235763,0,6WYRMJqj9wpYmIdSfHQuEO,This Love
0.619,0.638,-5.754,0.0906,0.297,1.41e-06,0.44,0.36,141.967,186985,7,6vFEvkXOnOTUMgPHxogIRK,Twingo
0.969,0.734,-4.076,0.135,0.448,0.0332,0.0718,0.674,129.965,143156,2,0Mr8coHqvqMOJIdgAyM3Od,Pop Ikona
0.729,0.795,-4.579,0.144,0.354,0.0,0.536,0.856,146.747,176880,7,5zd9TgduWbfFXwgnm3K3Rz,Poppin' My Collar (feat. Project Pat)
0.532,0.624,-4.743,0.0539,1.85e-05,0.0,0.207,0.1,76.489,100421,0,2pC3bWbbDBGkn1l6Zpytvc,popstar
0.469,0.862,-6.4,0.0424,0.00172,0.000104,0.095,0.228,145.052,261565,4,60G5rZ6LGNcKQKbXz38arf,Pop! (Cherri's Assault)
0.575,0.446,-7.802,0.0296,0.247,0.00567,0.137,0.259,68.985,262540,0,3ApAsbQP7d5GlFwwdExaTY,Poplar St
0.961,0.489,-9.901,0.128,0.0737,0.0,0.366,0.577,106.961,156233,2,3Fvyabi22FlOquk9Yr35ab,Popu
0.619,0.589,-6.531,0.124,0.43,0.000392,0.378,0.158,143.896,174960,5,5CFJRZRq6sdKKtRwNPWbYv,Show Out (with Skepta & Pop Smoke)
0.93,0.578,-5.672,0.12,0.0406,4.76e-06,0.103,0.674,110.016,139636,2,5ff8pevLDd4UVNfPWC2Fxm,Pop Outside
0.683,0.798,-5.923,0.3,0.463,0.0,0.264,0.751,145.124,160560,1,5eJpwQyirY5EEdNadHKRAM,Mannequin (feat. Lil Tjay)
0.368,0.334,-6.875,0.0312,0.312,0.0,0.085,0.113,140.058,283714,5,2eW6dRMcZt7LIluGzicM9H,Last Resort - Reimagined
0.68,0.607,-5.523,0.222,0.264,1.39e-05,0.354,0.506,141.992,118800,1,2ZRdQMMKtmPLdYp9aP5cK5,Hawk Em
0.49,0.942,-11.983,0.0764,0.0179,0.0688,0.318,0.965,168.335,208384,4,0i5T0QT4JqbSUoob9RGXqB,Poppippo
0.744,0.958,-2.025,0.0431,0.114,0.594,0.169,0.711,128.023,183791,6,45oNCKw6HlOzhC0kKWqF23,Popcorn
0.773,0.813,-4.609,0.0797,0.0331,3.77e-05,0.192,0.707,127.93,199387,2,2MGRnjJc7C0z3EOEWRqcMw,Love Is Gone - Fred Riester & Joachim Garraud Radio Edit Remix
0.886,0.769,-5.124,0.104,0.0674,1e-05,0.169,0.864,106.989,215293,2,3wW6J1F9wPtMzvBlY6xgwS,Pop Ya Collar
0.641,0.891,-4.427,0.0468,0.00042,0.000196,0.114,0.383,92.476,173838,0,3AUMiJI6rDcz3iQcTf3dH7,Pop/Stars Vs Megalovania
0.816,0.513,-8.363,0.244,0.0145,0.000102,0.14,0.17,96.981,296011,0,6MO2bfLHKykUgCChFdw91H,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)"
0.567,0.976,-3.866,0.263,0.00052,0.00265,0.114,0.349,193.973,222360,4,4A2vjMnkAWgPVqwl3Xc7pu,Bubble Pop Electric
0.613,0.672,-11.719,0.0367,0.164,0.00188,0.205,0.875,76.44,192333,2,6E8eWvcTBeH0AfsWnA6BcX,Popstar
0.666,0.81,-4.574,0.0458,0.152,0.0,0.0613,0.811,99.023,200213,2,6AviHKu3ydzAePBmzEi62v,Popular Song
0.505,0.827,-7.188,0.0315,0.0333,2.73e-05,0.162,0.407,154.028,174550,4,5f0GaeQsivmo5gowLaZSH2,Popstar - yokimo Remix
0.502,0.358,-11.387,0.0443,0.248,0.0202,0.336,0.231,134.997,182600,5,0QudE5K5cdv4kDf3HuoZ5j,poptarts 1982
0.355,0.29,-8.182,0.0338,0.881,0.00374,0.106,0.0859,168.345,238653,5,6IyY7st5UooM84lDO3odza,Popcorn Salé
0.746,0.647,-6.673,0.106,0.0267,0.0,0.052,0.393,97.989,188964,0,54NBD72JXFXzrodbQBSzWh,Sunshine
0.743,0.174,-13.455,0.0577,0.87,0.672,0.076,0.0466,79.986,153292,3,2n4AwQls3F6atW1Av1sLIM,poppy
0.674,0.687,-11.402,0.0295,0.775,0.151,0.145,0.546,100.002,254493,5,7lk9lrKH4y8PgkKTxawFoi,Popped the Top
0.767,0.419,-3.011,0.0369,0.00895,0.0,0.0521,0.547,122.963,265333,2,7vGRXiYWFk6NjUnsNjQJQd,Poppin' - Main
0.676,0.693,-5.093,0.0441,0.736,1.02e-05,0.135,0.484,82.492,224004,5,4LTOtwBvBfUdkIY6xJGLzu,Regen
0.733,0.684,-4.748,0.177,0.142,0.0,0.178,0.437,142.038,165640,4,7rSnKi58HPIVC0FVyh04Q1,Shake The Room (feat. Quavo)
0.924,0.563,-7.899,0.0802,0.0879,0.0,0.103,0.872,117.06,210600,2,3gmn76fCtpDazGMnN0QMHX,NIGHT DANCER
0.244,0.985,-2.781,0.38,3.46e-05,0.0139,0.51,0.124,169.561,164696,4,6PXYOVPBzO3xojFhQAvmde,Suffocate (feat. Poppy)
0.583,0.764,-6.83,0.0934,0.185,0.883,0.115,0.231,114.964,121049,6,7HSwHs7GZUNILcHqkvFjDn,POP A PILL
0.644,0.929,-2.716,0.0291,0.0249,0.0,0.0258,0.875,108.052,204466,2,7iq1JegscHBmVCjfZTf3kj,Poplava
0.76,0.923,-4.295,0.0642,0.08,0.00275,0.272,0.909,87.001,143448,2,5CAmIYoqF6UWGmMfhh4epI,P.O.P.
0.836,0.613,-5.742,0.304,0.155,0.0,0.0905,0.458,132.121,178375,1,78LfBrxEieOyQ79Zw5hTlZ,POP SMOKE (feat. Fero47)
0.706,0.613,-7.441,0.12,0.26,7.44e-06,0.198,0.253,74.514,167187,0,1CrTglTTE9oIA4uYoImCYG,Poppin
0.806,0.699,-5.791,0.291,0.508,0.0,0.106,0.459,94.616,172732,1,09AlhxXpzzoVVdCb4yZTfL,Poppy
0.636,0.781,-7.599,0.0377,0.0504,0.000237,0.456,0.302,127.982,234873,7,2CpJixMi6A00UWxzLiHh1Q,Over The Edge
0.863,0.621,-6.729,0.167,0.0112,0.000244,0.173,0.314,114.977,119476,0,4PGzoH4hL1vORGOTxHdWjB,ЗА ДЕНЬГИ ДА
0.741,0.963,-3.443,0.0517,0.0298,0.916,0.0857,0.747,134.991,192496,6,2s7CHkCAkTKVPhRWiPcOa6,Pop Rocks
0.665,0.714,-7.948,0.228,0.366,0.0,0.388,0.412,168.012,171767,4,6YAgKfxxK7xXHpavOoQsmF,Popovitch
0.735,0.769,-4.344,0.0539,0.413,0.0,0.306,0.733,96.993,223576,2,5WbiiDO1XA1oKlmsC2IhXJ,Popila
0.723,0.644,-6.863,0.222,0.00308,0.0,0.352,0.645,144.09,261027,7,6DbqCKweKwVkHgRv1CI53D,"Pop, Lock & Drop It - Video Edit"
0.566,0.644,-7.442,0.0356,0.00892,0.0,0.116,0.233,149.987,180800,0,53738ey4V0czV2BrOqSkiT,Druggy Popstar
0.815,0.76,-4.632,0.331,0.0242,0.0,0.203,0.729,81.537,183145,1,2TsD9kSbgYx5fSNRsoNURE,POP STAR (feat. Kevin Gates)
0.764,0.676,-6.761,0.0927,0.389,0.0,0.215,0.461,97.02,197938,0,3NWrHCwvyII4fTx05PN3IO,Enjoy Yourself (feat. Karol G)
0.765,0.947,-4.14,0.162,0.00231,0.308,0.058,0.424,157.942,194434,4,1SKnUyObu5llfeLY4QdfBi,Poppin´ (Radio Edit)
0.772,0.423,-8.452,0.0562,0.00905,0.516,0.14,0.281,157.156,122187,6,2JH5P7TPQAlKDvBZAkMXDp,Pop like this Pt. 2 - Slowed
0.557,0.522,-13.492,0.357,0.0632,0.0,0.355,0.365,166.032,179618,1,5M5FbqhEDQuhFeKumZVTjj,Pop Out
0.593,0.947,-4.721,0.415,0.0384,0.0067,0.252,0.739,183.475,146522,4,0Bb8Jmk0VRt481UEhVUtxs,Pop!
0.855,0.909,-4.603,0.116,0.0195,0.858,0.127,0.465,130.0,134769,6,4sY0Y3XZyEVJ7qPgLeacW7,Pop That
0.644,0.84,-4.808,0.0418,0.162,0.0,0.0599,0.841,99.036,200613,2,0xFomAiFsu5qCnLM0hu0UR,Popular Song
0.704,0.542,-6.277,0.0326,0.577,0.0,0.118,0.371,89.982,170670,5,0fj9oGrCKxVA4sXDxvbfiM,Backseat (feat. PnB Rock)
0.495,0.781,-6.223,0.0467,0.000126,0.0,0.58,0.256,144.1,174064,7,3LmetgUMrrp0ADYJ0Qlkg9,POP OUT
0.688,0.61,-6.79,0.145,0.198,0.00154,0.114,0.196,88.995,151011,0,5xKXcU8tpSYz7C7wrMMYec,Hotel Lobby
0.565,0.569,-6.084,0.379,0.0352,8.81e-06,0.106,0.303,92.466,214825,1,3Ddny34bFoYBb8dIGq5lwp,Zoo York (feat. Fivio Foreign & Pop Smoke)
0.711,0.228,-12.85,0.172,0.776,0.0,0.122,0.548,88.714,224387,5,5z46NBsndcpz5sdywfdqul,"Popular - From ""Wicked"" Original Broadway Cast Recording/2003"
0.463,0.0997,-22.676,0.0554,0.995,0.949,0.0762,0.355,47.523,57250,3,48FoEJfFxO0fKDLVFjIt2f,Pop Goes the Weasel
0.511,0.96,-3.214,0.395,0.00444,0.000121,0.133,0.307,175.076,216093,4,18EcR5oRBNKqKqX9qxpcKC,Censor (feat. Popcaan & IRAH)
0.922,0.552,-7.867,0.296,0.0848,3.58e-05,0.0667,0.577,99.972,156916,1,2TI0liLrhMbrXVW8zRvhfr,Pop on Rocks
0.83,0.516,-7.593,0.0401,0.155,0.0,0.161,0.444,98.492,138067,2,3xiRhCpS9kyTHlShS5RnVU,Pop Out (feat. Bankrol Hayden)
0.494,0.055,-26.809,0.0536,0.993,0.943,0.102,0.366,112.709,117160,3,1AibXNZT8pbhjnStJd63Fz,Papa Pop
0.904,0.723,-5.224,0.26,0.0631,0.0,0.185,0.835,145.013,227478,2,0ZLuW8uOXdFNWcI40C0OC2,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track"
0.709,0.951,-4.084,0.0926,0.199,0.0,0.0817,0.774,100.058,175800,2,1ovirVCRbRPiDttcIxqWus,Pop Corn e patatine RMX
0.896,0.493,-7.893,0.139,0.04,0.01,0.112,0.434,107.032,196064,2,1WOMvLTxNyayalobISQKPA,POP!
0.636,0.828,-5.321,0.071,0.000423,0.206,0.374,0.297,102.52,274098,0,1M31zIMamohkItOjLaBbtx,V.A.N
0.636,0.828,-5.321,0.071,0.000423,0.206,0.374,0.297,102.52,274098,0,2WtFbotxC95UD2r1RzE036,V.A.N
0.565,0.926,-4.77,0.0495,0.0169,0.124,0.0966,0.121,122.009,238033,0,0wYI9ob0NLlUJTkSC3a4yV,Drifting (SISTEK Remix)
0.649,0.264,-13.714,0.0616,0.83,0.0,0.103,0.536,139.721,203787,5,217lMAhuyxm8Smz7OeSiJ7,Popcorn and a Smoothie
0.831,0.715,-5.121,0.251,0.0354,0.0,0.273,0.443,135.98,200750,1,6mSJEqkgiBMtqZSXSMvb4s,Pop Out
0.605,0.868,-5.802,0.317,0.113,3.79e-05,0.305,0.517,147.937,158693,4,7mpoOB5YMpPnbllsALgSfr,Flexin'
0.603,0.953,-3.838,0.0382,0.0832,0.878,0.308,0.208,128.035,213750,6,71ZqkdjLkydf7b9QbCTzBN,Popcorn
0.535,0.963,-4.654,0.0966,0.000547,0.0,0.0525,0.489,125.019,180813,0,64WR5TPXZZ2wsWYA3enKfK,Popular
0.534,0.93,-4.758,0.0275,0.051,0.864,0.11,0.457,127.993,224013,6,2KKxGRR5TFNdICGxLrzvqs,Poppiholla
0.625,0.488,-8.624,0.0461,0.118,2.84e-05,0.115,0.381,159.991,160500,4,1mcgxXkPeUN9wXwEex3poW,POP/STARS
0.82,0.775,-5.494,0.176,0.105,0.0,0.116,0.484,97.032,229864,2,6CMQh2ZsMzDLc5fYnCg1Up,Pop Shit (feat. Baby Grizzley)
0.826,0.783,-5.63,0.176,0.08,0.0,0.118,0.503,97.001,229864,2,2E2xPjQag4baIAHASzeu9R,Pop Shit (feat. Baby Grizzley)
0.693,0.969,-6.239,0.0672,0.0209,1.31e-05,0.374,0.633,128.247,212933,7,4QoNsQvKhWawAUydaG8tr9,Old Pop in an Oak
0.676,0.6,-8.943,0.0444,0.479,0.000271,0.313,0.639,99.998,188028,5,6XzL6Hxc8YhBqmwwNbLkHA,POPSTAR
0.729,0.639,-10.402,0.0502,0.421,0.894,0.182,0.965,147.96,141533,6,5kMiD4j4XoHrsywGrMTgJm,Popcorn
0.588,0.91,-3.427,0.072,0.000197,0.000665,0.0575,0.459,108.928,202910,0,7rQeehJRFCNTwqDffP8c5t,new way out
0.777,0.88,-5.391,0.162,0.0873,0.0,0.284,0.641,102.021,194787,2,2xbyErkqbJPS9XxGL5G9oE,Popo-Klatscher
0.817,0.731,-4.76,0.0857,0.0618,3.44e-05,0.182,0.701,99.001,207654,2,6GxoAM5ssUgmLFwWc7HxTI,Popular
0.179,0.955,-2.727,0.206,7.3e-05,0.00985,0.346,0.353,67.694,204540,0,27g7prKPpfUtaPOBjO1hQ1,they’re all around us
0.55,0.856,-6.829,0.037,0.0182,0.754,0.0731,0.0531,127.965,174375,6,5KEve04JRDnfszpMRuhxZG,Upside Down
0.751,0.744,-6.859,0.177,0.152,0.000568,0.252,0.634,148.014,171892,2,17vGPZ5EsdvtgAOCD4FLWI,AP - Music from the film Boogie
0.524,0.536,-8.179,0.0579,0.498,0.431,0.239,0.801,160.496,133306,4,5kTsb9KtvABmjyUB8finkq,Poppy
0.44,0.888,-5.774,0.0592,0.142,0.0,0.318,0.817,180.186,224307,4,55aE2SLsS7zrbmCSdUkCZa,Su lang mer noch am Lääve sin - Radio Version
0.702,0.652,-5.587,0.318,0.0608,2.21e-06,0.277,0.524,178.011,208000,4,58mtgcQVZ56NgWHKsN94nD,Come Over (feat. Popcaan)
0.66,0.529,-10.502,0.0762,0.0828,0.00144,0.099,0.318,96.009,196250,0,4nMiTtF7L3rttRFrfIfBME,Bi' Tek Ben Anlarım
0.834,0.571,-4.977,0.0615,0.64,0.0,0.053,0.916,109.937,85076,2,7JFE3QoZc0N0tzIhuaskZL,Pop Goes the Weasel
0.747,0.0476,-22.593,0.0937,0.993,0.964,0.0894,0.313,74.93,90143,3,1pzGYBHQi2CKbQCVk17AJx,Pop Goes the Weasel
0.498,0.889,-5.413,0.0544,0.0937,1.62e-06,0.734,0.696,134.882,283360,7,15BQ7vEDv2LJuh8TxWIhtd,The Passenger
0.915,0.876,-2.976,0.166,0.00299,0.586,0.133,0.674,110.021,181091,6,7a8MoJmwvr735ly5scmgJW,Pop Me
0.739,0.616,-6.963,0.0338,0.252,1.93e-06,0.101,0.654,91.071,158466,2,5kkaSMcf4BFlhRRICCKZb6,Something Special
0.71,0.81,-7.292,0.0473,0.13,0.0,0.303,0.703,132.97,202105,2,6q7zvr9Xoqh7dnFG4LGUgm,Pop Star
0.594,0.946,-3.724,0.0548,3.92e-05,0.000455,0.0871,0.567,122.993,173693,0,1nhs8TBZu6vrHgib0qqgAL,Pop & Politik
0.747,0.823,-6.164,0.0532,0.193,0.0,0.46,0.922,119.379,202000,7,6HWrrMTNUkMaceY1pCG8XZ,Popcorn E Patatine
0.787,0.38,-11.183,0.288,0.0472,0.107,0.133,0.319,140.058,120335,1,1AyrA3desRYE5ofq7F7uJ9,Popeye
0.344,0.525,-7.14,0.0557,0.0724,0.16,0.0422,0.171,99.924,271328,0,18xSK8GSgnarxkkoGxDAob,Pop The Balloon
0.681,0.169,-18.818,0.0315,0.938,0.949,0.117,0.156,116.983,125506,3,3YoBZI28MriaeuLtspZ7Rd,Popsicles
0.619,0.974,-7.039,0.0277,0.146,0.00162,0.132,0.701,131.963,214533,2,0IbTukfZdB91gclEXUQZkH,Around the World (La La La La La) - Radio Version
0.831,0.495,-8.684,0.418,0.321,0.0,0.108,0.386,121.964,129836,1,0R848ny5sEpVuR1tMXZNFr,КАК MOMMY
0.711,0.228,-12.85,0.172,0.776,0.0,0.122,0.548,88.714,224387,5,57Pk2GU0ABFYBbbcgYxqki,"Popular - From ""Wicked"" Original Broadway Cast Recording/2003"
0.552,0.639,-7.243,0.0577,0.189,0.0,0.174,0.362,149.941,194101,4,5UnvUFZCL6jNBeEeBY5FhW,POP CORN (6 Novembre)
0.734,0.892,-1.856,0.125,0.0648,0.0,0.58,0.605,138.031,303533,7,4GVD0FIBo08FSAy3tbIY7g,Pop That
0.83,0.54,-8.547,0.0441,0.0542,0.0,0.038,0.897,130.041,238847,2,4L9Dgw8nzjmSiymD83qyjq,popek pakistanskie disco
0.691,0.941,-2.797,0.132,0.0592,0.0,0.124,0.396,92.014,164368,0,0njo9ZlJryQzqo6LGkxJk4,Popstar
0.525,0.925,-4.137,0.0471,0.00217,0.811,0.297,0.367,128.031,168557,6,6h2vY2EyrAY2xO37SCeLaA,Popcorn
0.652,0.56,-14.541,0.0542,0.000252,0.89,0.11,0.584,154.977,175548,6,1phQ3LWHvPbxogFRDrJ22h,Slawische Popmusik
0.779,0.753,-3.877,0.218,0.0096,0.000106,0.233,0.447,163.982,130244,4,17defi9huco12gSQmc77j0,She Poppin
0.607,0.76,-4.442,0.189,0.194,0.0,0.0768,0.586,141.946,221827,4,2hYN1IVp5LGIsi5MpzcjVz,War (feat. Lil Tjay) - Bonus
0.808,0.786,-3.842,0.0375,0.139,0.0,0.266,0.821,126.047,178293,2,7a86ARVnm366v2UY1z9Ak8,Poppy (Korean Ver.)
0.788,0.705,-10.558,0.255,0.41,0.908,0.105,0.112,89.047,191924,6,6UDWsYMH2MwgOxOS9sbnwC,Batismo
0.289,0.274,-16.574,0.0353,0.659,0.0166,0.109,0.167,119.997,203080,5,3liiZRlJxa8GeLUgWMoIeu,"Once Upon a Dream - From ""Maleficent"" / Pop Version"
0.734,0.712,-6.217,0.201,0.391,0.0,0.103,0.674,140.369,165405,2,4CPcZHzSvIBM8AKhdHUwnL,Clueless (with Pop Smoke & Fivio Foreign)
0.53,0.682,-8.285,0.134,0.11,7.56e-05,0.289,0.279,140.358,196577,0,1pqG8egYsdWZiHSMT1QTaL,Pop (feat. Rico Nasty)
0.673,0.931,-6.369,0.0384,0.00032,0.764,0.118,0.039,126.01,189784,6,4b2rlKIqyLxpxoIaG7sZ5K,Save Me
0.461,0.873,-1.806,0.0359,0.0107,0.000646,0.279,0.098,86.976,204138,0,3ho2d1iFlzRwsCBQJ4QNGv,Where Do We Go (feat. Poppy Baskcomb)
0.808,0.688,-8.964,0.0493,0.115,0.0251,0.114,0.377,120.039,138036,0,2uNrriUaePhbbmsXT8HQJU,POPSTAR
0.458,0.899,-4.715,0.0631,3.25e-05,4.1e-05,0.292,0.509,124.431,174347,7,6XCTCfFiEImMMmtHriItYg,Keine Popsongs!
0.903,0.218,-15.276,0.115,0.264,8.09e-06,0.136,0.173,114.033,126594,5,5cojeuxRNPvDBGrSwlUwqI,Popular
